
="",="(1)"
="",="correctness"

="age",="-0.0805*"
="",="(-2.30)"

="_cons",="1.753***"
="",="(7.49)"

="N",="212"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
