
="",="(1)"
="",="correctness"

="age",="-0.0520*"
="",="(-2.04)"

="_cons",="1.405***"
="",="(8.09)"

="N",="204"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
